,GENDER,EDUCATION,MARITAL STATUS,UNION MEMBERSHIP OF RESPONDENT,UNION MEMBERSHIP OF OTHERS IN HOUSEHOLD,CURRENT EMPLOYMENT STATUS,RELIGIOUS SERVICES ATTENDANCE,age,voted
5049,2,4,1,2,2,1,3,36,1
5050,1,4,1,2,2,1,5,32,1
5051,2,4,1,2,2,1,5,36,1
5052,2,2,1,2,2,1,5,71,1
5053,2,4,4,2,2,1,2,41,1
5054,1,4,4,2,2,1,2,34,1
5055,1,4,4,2,2,9,6,31,0
5056,1,2,1,2,2,1,6,62,1
5057,2,4,1,2,2,8,3,31,1
5058,2,2,1,2,2,8,4,75,1
5059,2,4,1,2,2,8,6,32,1
5060,2,5,1,2,2,1,6,44,1
5061,1,4,1,2,2,1,6,36,1
5062,2,3,4,2,2,8,3,37,0
5063,2,4,3,2,2,2,4,47,1
5064,2,3,1,2,2,8,5,65,1
5065,1,4,1,2,2,1,6,54,1
5066,1,4,1,2,2,9,6,74,1
5067,2,4,4,2,2,1,6,27,0
5068,1,5,1,2,2,1,5,47,1
5069,1,4,1,2,2,1,6,40,1
5070,1,4,4,2,2,1,3,27,0
5071,2,96,2,2,2,8,3,86,0
5072,2,3,1,2,2,8,6,33,1
5073,2,4,1,2,2,8,6,40,1
5074,1,5,1,2,2,1,3,46,1
5075,2,96,1,2,2,8,6,70,1
5076,1,4,1,2,2,7,6,78,1
5077,2,5,2,2,2,3,5,75,1
5078,1,7,1,2,2,1,6,42,1
5079,2,7,3,2,2,7,4,62,1
5080,1,5,4,1,2,2,2,42,0
5081,2,5,1,2,2,8,6,45,1
5082,1,6,4,2,2,6,6,31,1
5083,1,5,1,2,2,5,3,60,1
5084,2,5,1,2,2,1,5,34,1
5085,1,4,4,2,2,1,4,37,1
5086,2,5,1,2,2,8,6,46,1
5087,1,2,1,2,2,3,6,64,1
5088,1,6,1,2,2,1,3,44,1
5089,1,4,4,2,2,1,4,31,1
5090,2,5,1,2,2,8,3,35,1
5091,2,4,1,2,2,3,1,51,1
5092,1,7,4,2,2,10,1,30,1
5093,2,4,3,2,2,8,1,63,1
5094,1,7,1,2,2,1,1,74,1
5095,2,7,4,2,2,1,5,52,1
5096,1,7,4,2,2,1,4,36,1
5097,2,7,4,2,2,6,1,34,1
5098,2,7,1,2,2,8,5,72,1
5099,1,7,4,2,2,1,1,36,1
5100,2,5,1,2,2,8,6,71,1
5101,1,4,1,2,2,1,3,51,1
5102,1,6,4,2,2,6,2,33,1
5103,2,7,1,2,2,7,6,56,1
5104,2,4,1,2,2,8,6,71,1
5105,2,4,1,2,2,8,6,45,1
5106,1,4,4,2,2,6,4,25,0
5107,2,5,1,2,2,1,3,40,1
5108,1,3,1,2,2,7,6,85,1
5109,2,5,1,2,2,8,5,35,1
5110,1,6,4,2,2,1,6,37,1
5111,1,5,1,2,2,1,6,64,1
5112,2,4,1,2,2,8,4,46,1
5113,1,7,1,2,2,2,4,65,1
5114,2,7,1,2,2,8,6,41,1
5115,2,4,3,2,2,8,6,71,1
5116,1,6,4,2,2,6,2,26,0
5117,2,8,3,2,2,1,1,81,1
5118,2,5,1,2,2,1,4,43,1
5119,1,8,1,2,2,2,5,81,1
5120,1,7,1,2,2,2,6,64,1
5121,2,2,4,2,2,7,1,78,1
5122,2,7,4,2,2,6,1,30,1
5123,2,4,1,2,2,3,1,50,1
5124,2,4,1,2,2,8,3,30,1
5125,2,7,3,2,2,8,4,70,1
5126,1,6,4,2,2,1,3,38,1
5127,2,7,1,2,2,8,4,45,1
5128,2,5,1,2,2,1,5,58,1
5129,1,4,4,2,2,1,4,55,1
5130,1,7,4,2,2,1,2,59,0
5131,1,7,3,2,2,7,3,74,1
5132,2,4,1,2,2,8,4,73,1
5133,2,5,1,2,2,1,3,43,0
5134,1,4,3,2,2,7,3,94,1
5135,1,5,1,2,2,1,3,38,1
5136,1,7,3,2,2,1,3,42,1
5137,2,7,1,2,2,7,5,71,1
5138,1,7,4,2,2,2,4,33,1
5139,1,7,1,2,2,7,6,92,1
5140,1,8,2,2,2,7,2,92,0
5141,2,8,2,2,2,7,6,77,1
5142,2,7,1,2,2,2,6,35,1
5143,2,7,4,2,2,8,6,48,1
5144,2,7,1,2,2,3,6,49,1
5145,2,4,1,2,2,8,4,66,1
5146,2,5,1,2,2,8,4,57,1
5147,1,2,1,2,2,7,3,82,1
5148,1,7,4,2,2,1,4,36,1
5149,2,5,4,2,2,8,4,48,1
5150,2,7,1,2,2,1,4,51,1
5151,1,7,4,2,2,1,4,32,1
5152,1,5,4,2,2,6,6,27,0
5153,2,5,1,2,2,5,2,55,0
5154,1,5,1,2,2,1,4,47,1
5155,2,3,1,2,2,8,3,48,1
5156,2,4,1,2,2,8,4,55,1
5157,1,7,4,2,2,2,1,37,1
5158,2,5,1,2,2,5,3,35,1
5159,1,4,1,2,2,5,2,69,1
5160,1,5,4,2,2,7,6,69,1
5161,1,5,1,2,2,3,4,92,1
5162,2,4,1,2,2,1,4,49,1
5163,1,7,1,2,2,7,6,74,1
5164,2,5,1,2,2,8,6,55,1
5165,2,8,4,2,2,1,2,35,1
5166,2,7,4,2,2,1,6,30,1
5167,1,5,1,2,2,7,6,79,1
5168,1,6,4,2,2,6,5,28,1
5169,2,7,4,2,2,1,4,47,1
5170,2,7,2,2,2,1,4,61,1
5171,1,7,3,2,2,1,5,49,1
5172,2,6,3,2,2,1,1,48,1
5173,1,5,1,2,2,1,1,57,1
5174,2,7,4,2,2,7,6,70,1
5175,2,5,1,2,2,8,4,59,1
5176,2,4,4,2,2,7,2,82,0
5177,2,5,1,2,1,3,6,52,0
5178,1,7,1,2,2,1,3,57,1
5179,2,7,1,2,2,1,2,38,1
5180,2,7,1,2,2,6,5,31,1
5181,1,7,1,2,2,1,6,39,1
5182,1,4,4,2,2,2,3,38,1
5183,1,5,4,2,2,1,3,30,1
5184,2,4,3,2,2,2,3,50,1
5185,1,3,1,2,2,2,3,66,1
5186,2,4,1,2,2,8,3,39,1
5187,2,3,3,2,2,1,3,59,1
5188,2,4,3,2,2,8,3,71,1
5189,2,1,4,2,2,3,6,80,1
5190,2,4,4,2,2,1,6,57,1
5191,2,5,4,2,2,7,6,71,1
5192,2,2,1,2,2,8,1,45,1
5193,1,5,4,2,2,2,2,31,1
5194,1,6,1,2,2,1,4,43,1
5195,1,5,1,2,2,1,6,48,1
5196,1,4,1,2,2,1,3,59,1
5197,2,5,1,2,2,3,5,55,1
5198,2,4,1,2,1,8,5,38,1
5199,2,5,1,2,2,2,6,44,1
5200,2,4,2,2,2,7,6,71,1
5201,2,5,1,2,2,8,6,54,1
5202,1,3,4,2,2,5,6,37,0
5203,2,3,1,2,2,8,3,48,1
5204,1,2,1,2,2,1,2,62,1
5205,1,3,4,2,2,2,6,37,1
5206,1,4,4,2,2,2,4,29,1
5207,2,4,1,2,2,3,5,54,1
5208,2,3,2,2,2,8,5,68,1
5209,1,2,1,2,2,7,1,81,1
5210,1,4,1,2,2,1,1,52,1
5211,2,5,1,2,2,8,6,46,1
5212,2,6,1,2,2,1,1,40,1
5213,2,4,1,2,2,8,2,35,1
5214,1,4,4,2,2,1,2,61,1
5215,2,7,4,2,1,1,4,64,1
5216,2,5,4,2,2,1,4,49,1
5217,2,4,4,2,2,3,4,44,1
5218,1,5,1,2,2,2,6,40,1
5219,1,5,4,2,2,1,2,26,1
5220,1,5,1,2,2,7,3,57,1
5221,2,4,1,2,2,8,6,66,1
5222,1,4,1,2,2,2,3,46,1
5223,1,5,1,2,2,1,1,42,1
5224,2,4,1,2,2,8,3,57,1
5225,2,5,1,2,2,8,3,40,1
5226,1,4,1,2,2,1,4,45,1
5227,1,3,1,2,2,1,4,76,0
5228,2,4,1,2,2,8,3,34,1
5229,2,4,1,2,2,8,2,28,1
5230,1,1,1,2,2,5,4,71,1
5231,1,2,1,2,2,7,6,85,0
5232,2,3,1,2,2,8,3,46,0
5233,2,5,4,2,2,1,3,50,1
5234,1,6,4,2,2,5,4,47,0
5235,1,6,4,2,2,2,3,27,0
5236,1,4,4,2,2,1,1,40,1
5237,2,2,1,2,2,8,3,73,1
5238,1,6,4,2,2,1,3,38,1
5239,2,4,2,2,2,5,3,63,1
5240,1,5,1,2,2,1,6,33,1
5241,2,3,1,2,2,5,1,27,1
5242,2,3,1,2,2,8,6,40,1
5243,1,7,4,2,2,1,6,59,1
5244,1,4,1,2,2,7,6,76,1
5245,2,7,1,2,2,7,6,80,1
5246,2,4,1,2,2,2,1,37,1
5247,1,5,1,2,2,2,4,50,1
5248,2,4,1,2,2,8,6,42,1
5249,2,4,1,2,2,1,1,34,1
5250,1,4,1,2,2,1,2,29,1
5251,1,3,1,2,2,1,3,69,1
5252,2,4,1,2,2,8,3,33,1
5253,1,4,4,2,2,1,1,47,1
5254,1,4,1,2,2,1,3,56,1
5255,2,3,1,2,2,8,5,64,1
5256,2,4,1,2,2,8,1,52,1
5257,2,4,4,2,2,4,6,24,0
5258,2,5,4,2,2,6,6,26,0
5259,1,4,1,2,2,2,2,42,1
5260,1,6,1,2,2,1,1,43,1
5261,1,4,1,2,2,1,4,58,1
5262,2,4,2,2,2,8,5,65,1
5263,1,4,4,2,2,2,2,43,0
5264,1,4,4,2,2,1,3,42,1
5265,1,4,4,2,2,2,3,31,1
5266,1,4,1,2,2,1,1,28,1
5267,2,4,1,2,2,1,5,41,1
5268,2,2,1,2,2,8,5,57,1
5269,2,4,1,2,2,8,6,65,1
5270,1,7,1,2,2,1,3,63,1
5271,1,2,1,1,2,1,2,65,1
5272,2,4,1,2,2,8,3,57,1
5273,1,2,4,2,2,1,4,30,1
5274,2,7,1,1,1,7,6,77,1
5275,1,7,1,2,2,1,4,60,1
5276,2,4,1,2,2,8,2,33,1
5277,2,4,4,2,2,8,1,36,1
5278,1,5,1,2,2,1,5,50,1
5279,1,2,4,2,2,5,4,64,1
5280,2,5,1,2,2,3,5,32,1
5281,2,4,4,2,2,2,4,38,1
5282,1,5,1,2,2,3,1,33,1
5283,1,7,4,2,2,1,4,32,1
5284,2,3,2,2,2,8,6,69,1
5285,1,5,3,2,2,7,4,70,1
5286,2,4,4,2,2,8,1,38,1
5287,2,5,1,2,2,8,6,61,1
5288,1,7,4,2,2,1,1,30,1
5289,1,7,4,2,2,1,6,57,1
5290,2,4,1,2,2,8,6,37,0
5291,2,4,1,2,2,8,6,42,1
5292,2,4,4,2,2,8,6,35,1
5293,1,3,1,2,2,1,3,49,1
5294,2,4,1,2,2,8,6,61,1
5295,2,5,4,2,2,1,6,32,1
5296,2,7,1,2,2,1,5,40,1
5297,1,7,1,2,2,1,3,54,1
5298,1,7,4,2,2,1,3,28,1
5299,1,4,4,2,2,1,4,55,1
5300,1,4,4,2,2,1,3,49,1
5301,2,4,4,2,2,8,3,35,1
5302,2,5,1,2,2,1,6,41,1
5303,1,7,4,2,2,1,2,34,1
5304,1,4,1,2,2,1,1,33,1
5305,2,6,1,2,2,1,5,50,1
5306,1,5,1,2,2,1,1,80,1
5307,2,3,1,2,2,8,6,64,1
5308,1,4,1,2,2,1,6,36,1
5309,2,5,1,2,2,2,6,50,1
5310,1,5,1,2,2,1,3,45,1
5311,1,4,1,2,2,1,3,50,1
5312,2,4,1,2,2,3,5,56,1
5313,2,3,1,2,2,8,3,35,1
5314,1,5,1,2,2,1,3,62,1
5315,2,5,3,2,2,1,6,47,1
5316,2,6,4,2,2,2,3,29,1
5317,1,4,4,2,2,1,1,26,0
5318,2,4,3,2,2,1,3,50,1
5319,1,3,1,2,2,1,3,77,1
5320,2,4,1,2,2,8,3,45,1
5321,2,4,1,2,2,8,3,45,1
5322,2,4,3,2,2,1,2,50,1
5323,2,5,4,2,2,1,3,28,1
5324,2,5,3,2,2,8,3,63,1
5325,1,4,1,2,2,7,3,90,1
5326,1,4,4,2,2,1,3,28,1
5327,1,3,1,2,2,7,3,81,1
5328,2,4,1,2,2,8,3,40,1
5329,2,4,3,2,2,8,3,44,0
5330,1,4,4,2,2,1,3,49,1
5331,2,2,1,2,2,8,6,58,1
5332,1,3,1,2,2,1,4,69,1
5333,1,4,4,2,2,1,2,31,1
5334,1,2,1,2,2,1,6,71,1
5335,2,4,1,2,2,8,4,32,1
5336,1,5,4,2,2,2,2,39,0
5337,2,5,1,2,2,8,6,38,1
5338,2,4,1,2,2,8,4,43,1
5339,1,4,1,2,2,1,4,29,1
5340,2,4,1,2,2,8,6,38,1
5341,2,3,3,2,2,1,6,65,1
5342,2,4,1,2,2,8,6,67,1
5343,1,4,1,2,2,1,2,28,1
5344,1,3,4,2,2,1,4,32,1
5345,2,5,1,2,2,8,4,36,1
5346,1,5,4,2,2,1,1,48,1
5347,2,5,1,2,1,1,4,45,1
5348,1,3,4,2,2,1,6,47,1
5349,1,2,1,2,2,1,6,71,1
5350,1,5,1,2,2,1,4,40,1
5351,2,5,3,2,2,8,6,60,1
5352,1,3,2,2,2,5,6,74,1
5353,1,2,1,2,2,7,2,69,1
5354,2,5,1,2,2,8,4,51,1
5355,1,3,1,2,2,1,2,35,1
5356,2,4,1,2,2,1,2,41,1
5357,1,1,1,2,2,2,1,72,1
5358,2,5,1,2,2,8,6,34,1
5359,2,4,4,2,2,1,1,32,1
5360,1,4,1,2,2,1,6,42,1
5361,1,4,1,2,2,1,3,60,1
5362,1,4,4,2,2,1,3,48,1
5363,1,6,4,2,2,6,3,30,1
5364,2,4,3,2,2,2,3,43,1
5365,2,4,1,2,2,8,3,48,1
5366,2,3,2,2,2,8,3,80,1
5367,2,4,1,2,2,8,3,60,1
5368,2,4,1,2,2,8,6,31,1
5369,2,4,1,2,2,8,6,39,1
5370,1,4,4,2,2,1,4,47,1
5371,1,5,2,2,2,1,5,76,1
5372,1,2,1,2,2,1,6,94,1
5373,2,4,1,2,2,2,4,43,1
5374,2,4,4,2,2,1,3,55,1
5375,1,3,1,2,2,1,2,42,1
5376,1,4,1,2,2,1,4,34,0
5377,1,4,4,2,2,1,1,36,1
5378,1,4,1,2,2,1,6,56,1
5379,2,2,4,2,2,8,4,87,1
5380,2,4,4,2,2,3,5,32,1
5381,2,4,1,2,2,8,5,40,1
5382,1,5,1,2,2,1,2,50,0
5383,1,5,1,2,2,1,3,36,1
5384,2,5,1,2,2,2,6,61,1
5385,2,4,1,2,2,8,6,56,1
5386,1,4,1,2,2,1,3,44,1
5387,1,7,1,2,2,1,4,52,1
5388,1,7,4,2,2,1,2,38,1
5389,2,4,1,2,2,1,3,46,1
5390,1,4,1,2,2,7,3,70,1
5391,2,2,1,2,2,8,3,74,1
5392,2,4,1,2,2,8,1,33,1
5393,1,3,1,2,2,7,6,90,0
5394,2,7,4,2,2,2,3,50,1
5395,1,4,1,2,2,1,3,58,1
5396,1,4,1,2,2,1,3,39,1
5397,2,3,2,2,2,7,1,46,1
5398,2,6,4,2,2,6,4,30,1
5399,1,5,4,2,2,1,3,35,1
5400,2,4,1,2,2,8,6,40,1
5401,1,4,1,2,2,1,3,57,1
5402,2,4,1,2,2,8,3,81,1
5403,2,4,1,2,2,8,3,33,1
5404,2,5,3,2,2,1,3,34,1
5405,1,3,1,2,2,1,3,40,1
5406,1,4,1,2,2,2,3,55,1
5407,2,4,1,2,2,8,3,43,1
5408,2,4,1,1,2,8,3,48,1
5409,1,7,4,2,2,1,1,32,1
5410,1,3,1,2,2,2,3,72,1
5411,2,4,1,2,2,8,2,45,1
5412,1,4,1,2,2,1,1,53,1
5413,1,4,4,2,2,2,6,38,1
5414,2,4,1,2,2,8,6,64,1
5415,2,3,1,2,2,3,3,68,1
5416,1,4,1,2,2,2,3,59,1
5417,1,4,1,2,2,2,2,37,1
5418,2,3,1,2,2,8,4,64,1
5419,2,7,1,2,2,8,4,80,1
5420,2,5,1,2,2,8,4,39,1
5421,2,7,1,2,2,8,4,56,1
5422,1,4,1,2,2,1,3,45,1
5423,1,4,1,2,2,1,2,29,1
5424,1,5,1,2,2,1,3,53,1
5425,2,6,4,2,2,6,1,33,1
5426,1,5,1,2,2,3,3,37,1
5427,2,5,4,2,2,1,5,37,1
5428,1,6,4,1,1,6,5,33,1
5429,1,5,3,2,2,4,4,43,1
5430,1,2,2,2,2,9,3,69,1
5431,2,5,1,2,2,8,3,66,0
5432,2,3,1,2,2,8,6,37,1
5433,1,5,4,2,2,6,4,34,0
5434,1,5,4,2,2,9,5,46,0
5435,2,6,1,2,2,1,5,40,1
5436,2,3,1,2,2,4,5,56,1
5437,2,4,3,2,2,6,3,55,1
5438,1,4,1,2,2,1,5,35,1
5439,1,1,1,2,2,1,6,78,1
5440,2,4,1,2,2,8,5,34,1
5441,2,4,1,2,2,8,5,46,1
5442,1,5,1,2,2,1,5,31,1
5443,2,4,1,2,2,8,3,52,1
5444,1,4,1,2,2,1,3,69,1
5445,2,1,1,2,2,8,6,53,1
5446,2,3,1,2,2,8,4,25,0
5447,1,4,1,2,2,1,6,23,0
5448,1,1,1,2,2,2,6,49,1
5449,1,1,1,2,2,2,5,68,1
5450,2,4,1,2,2,8,4,42,1
5451,1,4,1,2,2,2,3,47,1
5452,1,1,1,2,2,1,5,54,1
5453,2,4,1,2,2,8,4,32,1
5454,1,6,4,2,2,6,4,32,1
5455,1,4,1,2,2,2,2,38,1
5456,1,6,4,2,2,1,1,29,1
5457,1,4,1,2,2,7,2,73,1
5458,2,2,1,2,2,2,5,74,1
5459,2,4,1,2,2,8,1,31,1
5460,2,3,1,2,2,1,2,35,1
5461,1,5,2,2,2,5,3,45,1
5462,2,1,2,2,2,2,3,80,1
5463,1,3,3,2,1,2,1,55,1
5464,2,4,4,2,2,6,5,26,0
5465,2,4,1,2,2,8,5,45,1
5466,1,4,4,2,2,5,1,24,0
5467,2,1,4,2,2,1,4,58,1
5468,1,4,3,2,2,1,1,53,1
5469,2,3,2,2,2,2,6,60,1
5470,2,4,3,2,2,8,4,47,1
5471,2,5,1,2,2,1,2,32,1
5472,1,5,4,2,2,1,3,38,1
5473,2,7,3,2,2,1,5,66,1
5474,1,2,1,2,2,7,5,83,1
5475,2,7,1,2,2,2,6,39,1
5476,2,2,1,2,2,8,6,58,1
5477,1,2,1,2,2,7,3,74,1
5478,1,5,1,2,2,2,5,46,1
5479,2,7,4,2,2,2,6,42,1
5480,2,7,1,2,2,8,6,65,1
5481,2,7,1,2,2,1,6,31,1
5482,1,6,4,2,2,6,4,29,1
5483,2,7,1,2,2,1,6,41,1
5484,1,7,1,2,2,1,5,48,1
5485,2,5,1,2,2,8,6,57,1
5486,1,5,1,2,2,1,6,34,1
5487,2,5,1,2,2,1,6,44,1
5488,1,5,1,2,2,1,6,48,1
5489,2,5,1,2,2,8,6,53,1
5490,2,4,1,2,2,8,5,43,1
5491,2,5,1,2,2,8,4,30,1
5492,1,5,1,2,2,1,4,52,1
5493,2,5,1,2,2,8,6,56,1
5494,2,5,1,2,2,8,5,38,1
5495,1,5,1,2,2,1,4,44,1
5496,1,5,1,2,2,1,5,54,1
5497,2,7,1,2,2,1,4,42,1
5498,1,7,1,2,2,1,4,45,1
5499,1,7,1,2,2,7,5,65,1
5500,2,5,1,2,2,8,5,73,1
5501,2,3,1,2,2,2,4,47,1
5502,2,4,4,2,2,8,4,35,1
5503,2,3,1,2,2,1,1,73,1
5504,1,3,1,2,2,8,1,56,1
5505,2,4,1,2,2,3,5,40,1
5506,1,4,1,2,2,2,4,36,0
5507,1,3,1,2,2,1,1,54,1
5508,1,4,1,2,2,2,1,30,1
5509,2,4,1,2,2,8,4,53,1
5510,1,7,1,2,2,1,3,58,1
5511,2,3,2,2,2,8,5,66,1
5512,2,7,1,2,2,1,3,48,1
5513,1,4,1,2,2,2,3,44,0
5514,1,7,1,2,2,1,4,63,1
5515,1,5,1,2,2,1,3,28,1
5516,2,5,1,2,2,8,5,48,1
5517,2,5,1,2,2,1,5,58,1
5518,1,5,4,2,2,1,4,36,1
5519,2,4,1,2,2,8,4,49,1
5520,2,4,1,2,2,3,4,52,1
5521,2,6,1,2,2,8,3,30,1
5522,2,2,1,2,2,8,3,49,1
5523,2,3,1,2,2,8,4,55,1
5524,2,4,1,2,2,8,6,46,1
5525,2,3,1,2,2,8,6,54,1
5526,1,3,1,2,2,1,6,46,1
5527,1,3,1,2,2,1,5,70,1
5528,2,7,1,2,2,7,6,74,1
5529,2,7,1,2,2,2,3,33,1
5530,2,5,1,2,2,8,6,41,1
5531,1,7,1,2,2,2,4,49,1
5532,2,1,1,2,2,8,3,59,1
5533,1,5,1,2,2,2,6,67,1
5534,1,4,1,2,2,1,4,34,1
5535,2,2,1,2,2,8,6,49,1
5536,2,5,1,2,2,8,4,38,1
5537,2,4,1,2,2,8,4,31,1
5538,2,3,1,2,2,1,3,51,1
5539,1,5,1,2,2,1,3,40,1
5540,1,4,1,2,2,4,3,68,1
5541,1,5,1,2,2,1,3,33,1
5542,2,5,1,2,2,8,3,58,1
5543,1,5,4,2,2,2,3,49,1
5544,1,6,1,2,2,1,3,63,1
5545,1,5,4,2,2,6,1,25,1
5546,2,4,1,2,2,8,3,37,1
5547,1,4,1,2,2,1,3,59,1
5548,2,4,1,2,2,2,4,58,1
5549,2,2,1,2,2,8,5,33,1
5550,2,1,1,2,2,2,6,58,1
5551,2,1,1,2,2,8,2,37,1
5552,1,3,1,2,2,1,2,39,1
5553,1,1,1,2,2,1,6,67,1
5554,2,7,1,2,2,1,3,51,1
5555,1,5,1,2,2,1,5,59,1
5556,2,2,1,2,2,8,2,48,1
5557,1,4,1,2,2,1,2,36,1
5558,1,4,4,2,2,1,3,30,1
5559,1,5,1,2,2,1,2,49,1
5560,2,6,1,2,2,6,2,31,0
5561,2,2,1,2,2,2,2,53,1
5562,1,2,1,2,2,2,6,55,1
5563,1,2,1,2,2,2,1,43,1
5564,2,3,3,2,2,2,2,51,1
5565,1,3,1,2,2,2,5,72,1
5566,2,6,1,2,2,2,2,38,1
5567,1,2,1,2,2,1,3,52,1
5568,1,3,4,2,2,1,3,49,1
5569,2,3,1,2,2,8,3,27,0
5570,2,1,2,2,2,1,3,53,0
5571,1,5,4,2,2,1,3,32,0
5572,2,3,1,2,2,8,6,52,1
5573,1,2,1,2,2,1,6,85,1
5574,2,4,1,2,2,8,6,36,1
5575,1,5,4,2,2,6,1,29,1
5576,1,3,1,2,2,1,6,33,1
5577,1,3,1,2,2,1,2,53,1
5578,2,96,1,2,2,8,6,60,1
5579,2,1,1,2,2,8,6,49,1
5580,1,3,1,2,2,1,2,44,1
5581,2,5,4,2,2,1,2,33,1
5582,2,96,1,2,2,8,6,41,1
5583,1,7,4,2,2,1,1,43,1
5584,2,96,1,2,2,3,4,65,1
5585,1,1,1,2,2,1,3,53,1
5586,1,6,4,2,2,1,4,30,1
5587,1,7,1,2,2,1,5,44,1
5588,2,7,1,2,2,1,4,29,1
5589,2,4,1,2,2,1,2,36,1
5590,2,7,3,2,2,1,1,51,1
5591,1,2,1,2,2,9,6,81,1
5592,2,5,4,2,2,6,5,24,0
5593,1,7,1,2,1,1,3,49,1
5594,2,5,1,2,2,1,4,57,1
5595,2,5,1,2,2,7,5,84,1
5596,1,6,4,2,2,2,1,33,1
5597,2,7,1,2,2,8,5,32,1
5598,1,5,1,2,2,1,5,56,1
5599,1,7,1,2,2,1,2,38,1
5600,1,1,1,2,2,7,4,73,1
5601,2,3,3,2,2,1,3,30,1
5602,2,1,1,2,2,8,5,56,1
5603,1,5,1,2,2,1,2,47,1
5604,1,4,1,2,2,1,5,41,1
5605,1,1,1,2,2,1,5,64,1
5606,2,2,1,2,2,1,4,38,1
5607,1,4,1,2,2,1,2,30,1
5608,2,5,4,2,2,1,6,33,1
5609,1,1,1,2,2,1,3,63,1
5610,2,3,1,2,2,8,5,48,1
5611,1,5,4,2,2,3,4,27,0
5612,2,96,1,2,2,8,4,61,1
5613,2,1,1,2,2,1,5,65,1
5614,1,3,1,2,2,1,3,49,1
5615,1,4,1,2,2,1,5,33,1
5616,1,1,1,2,2,1,5,70,1
5617,2,6,1,2,2,1,4,30,1
5618,2,96,1,2,2,1,4,63,1
5619,2,1,1,2,2,3,2,44,1
5620,1,4,4,2,2,1,2,30,1
5621,1,96,1,2,2,1,3,58,1
5622,1,3,1,2,2,1,2,58,1
5623,2,2,1,2,2,8,5,45,1
5624,1,3,1,2,2,1,2,45,1
5625,2,4,4,2,2,8,2,29,1
5626,2,96,1,2,2,8,2,60,1
5627,2,96,1,2,2,1,2,57,1
5628,2,2,1,2,2,8,3,36,1
5629,1,4,1,2,2,1,4,40,1
5630,1,4,1,2,2,1,5,66,1
5631,2,2,1,2,2,2,2,56,1
5632,2,5,1,2,2,8,3,43,1
5633,1,4,4,2,2,1,6,30,1
5634,1,3,1,2,2,1,5,57,1
5635,1,1,1,2,2,1,2,48,1
5636,1,4,1,2,2,1,4,49,1
5637,2,5,4,2,2,3,4,25,1
5638,2,1,1,2,2,1,2,65,1
5639,2,4,3,2,2,1,2,47,1
5640,1,5,1,2,2,1,5,58,1
5641,1,3,1,2,2,1,5,68,1
5642,1,5,4,2,2,6,4,24,1
5643,1,4,1,2,2,1,3,49,1
5644,2,96,1,2,2,1,3,58,1
5645,1,4,1,2,2,1,3,38,1
5646,2,1,1,2,2,8,1,36,1
5647,1,2,1,2,2,2,3,70,1
5648,2,2,1,2,2,8,5,61,1
5649,1,5,1,2,2,1,2,50,1
5650,1,5,1,2,2,1,5,61,1
5651,2,2,1,2,2,8,3,50,1
5652,1,2,1,2,2,1,5,30,1
5653,2,3,1,2,2,8,5,32,1
5654,2,5,1,2,2,1,2,43,1
5655,2,1,1,2,2,1,2,53,1
5656,1,5,1,2,2,1,2,53,1
5657,2,1,3,2,2,1,4,32,1
5658,1,2,1,1,2,1,4,44,1
5659,1,5,2,2,2,3,4,71,1
5660,2,4,1,2,2,8,6,49,1
5661,1,3,1,2,2,5,4,40,1
5662,2,8,4,2,2,1,2,33,1
5663,1,6,1,2,2,7,6,55,1
5664,1,5,4,2,1,2,5,54,1
5665,2,5,1,2,2,2,5,50,1
5666,2,7,4,2,2,1,1,40,1
5667,1,3,1,2,2,2,5,56,1
5668,1,4,1,2,2,3,5,41,1
5669,2,4,1,2,2,2,5,37,1
5670,2,1,2,2,2,8,5,84,1
5671,1,7,1,2,2,2,2,70,1
5672,2,5,1,2,2,8,1,57,1
5673,1,3,1,2,2,2,1,42,1
5674,2,2,1,2,2,1,4,43,1
5675,1,5,4,2,2,6,1,25,0
5676,1,7,1,2,2,2,3,51,0
5677,2,1,1,2,2,8,6,43,1
5678,2,96,3,2,2,3,6,51,1
5679,1,4,1,2,2,3,3,65,1
5680,2,4,1,2,2,8,6,30,1
5681,2,4,3,2,2,8,5,37,1
5682,1,7,4,2,1,3,1,32,1
5683,1,4,1,2,2,1,3,37,1
5684,1,4,1,2,2,2,6,48,1
5685,1,5,4,2,2,3,3,28,1
5686,2,5,1,2,2,5,6,52,1
5687,2,7,4,2,2,5,2,39,1
5688,1,2,1,2,2,3,6,85,1
5689,1,96,1,2,2,10,5,84,1
5690,1,4,1,2,2,1,4,48,1
5691,2,5,1,2,2,8,3,45,1
5692,2,2,1,2,2,8,6,75,1
5693,2,5,2,2,2,7,6,76,1
5694,1,2,1,2,2,3,5,72,1
5695,1,7,4,2,2,3,5,46,1
5696,1,5,4,2,2,6,2,26,1
5697,2,4,1,2,2,8,3,37,1
5698,1,2,1,2,2,1,3,70,1
5699,2,3,1,2,2,3,3,57,1
5700,1,5,1,2,2,2,3,43,1
5701,2,1,1,2,2,2,4,50,1
5702,1,3,1,2,2,5,2,31,1
5703,2,7,1,2,2,5,4,34,1
5704,2,1,1,2,2,8,3,83,1
5705,1,7,1,1,1,2,4,63,1
5706,1,4,4,2,2,1,4,26,0
5707,2,2,1,2,2,8,6,46,1
5708,1,4,1,2,2,1,4,54,1
